"STATE_NAME","YEAR","DEATHS","POPULATION","DEATH_RATE","TRANSPLANTS","TRANSPLANT_RATE","DONORS","DONOR_RATE","WAITLIST_LISTINGS","LISTING_RATE","WAITLIST_SIZE","WAITLIST_SIZE_RATE","LISTING_DEATH_RATIO","TRANSPLANT_DEATH_RATIO","TRANSPLANT_LISTING_RATIO"
"Illinois","2019",1463,12671821,11.545301973568,304,2.39902378671542,300,2.36745768425864,438,3.45648821901761,241,1.90185767302111,0.299384825700615,0.207792207792208,0.694063926940639
"Illinois","2020",1685,12587530,13.3862640247928,361,2.86791769314552,309,2.45481043540711,396,3.14597065508483,187,1.48559725379006,0.235014836795252,0.214243323442137,0.911616161616162
"Illinois","2021",1776,12587530,14.109201725835,340,2.70108591598193,289,2.29592302858464,455,3.61468850521111,209,1.66037340129477,0.256193693693694,0.191441441441441,0.747252747252747
"Indiana","2018",981,6691878,14.6595619346318,145,2.16680579054191,148,2.21163625517381,180,2.68982787791409,59,0.881665804427397,0.18348623853211,0.147808358817533,0.805555555555556
"Indiana","2019",940,6732219,13.9627067984568,144,2.13896784997636,161,2.39148488782079,193,2.86681107670443,78,1.15860758540386,0.20531914893617,0.153191489361702,0.746113989637306
"Indiana","2020",1146,6754953,16.9653289963676,127,1.88010190448401,200,2.96079040076223,162,2.3982402246174,83,1.22872801631632,0.141361256544503,0.110820244328098,0.783950617283951
"Indiana","2021",1177,6754953,17.4242515084857,161,2.38343627261359,213,3.15324177681177,188,2.78314297671649,78,1.15470825629727,0.159728122344945,0.13678844519966,0.856382978723404
"Iowa","2018",331,3156145,10.4874776032153,29,0.918842448620073,54,1.71094800777531,54,1.71094800777531,25,0.792105559155235,0.163141993957704,0.0876132930513595,0.537037037037037
"Iowa","2019",357,3155070,11.3151213760709,32,1.01424057152456,54,1.7115309644477,39,1.23610569654556,16,0.507120285762281,0.109243697478992,0.0896358543417367,0.82051282051282
"Iowa","2020",414,3163561,13.0865186414929,32,1.0115183491009,66,2.08625659502061,66,2.08625659502061,37,1.16956809114792,0.159420289855072,0.0772946859903382,0.484848484848485
"Iowa","2021",508,3163561,16.0578537919768,19,0.600589019778661,67,2.11786654343001,38,1.20117803955732,33,1.04312829751031,0.0748031496062992,0.0374015748031496,0.5
"Kansas","2018",360,2911505,12.3647391984558,79,2.71337332410557,75,2.57598733301162,114,3.91550074617766,71,2.43860134191767,0.316666666666667,0.219444444444444,0.692982456140351
"Kansas","2019",349,2913314,11.9794845320484,80,2.74601364631482,80,2.74601364631482,103,3.53549256963032,78,2.67736330515695,0.29512893982808,0.229226361031519,0.776699029126214
"Kansas","2020",449,2913805,15.4094045414844,45,1.54437239279911,103,3.53489681018462,94,3.2260223316248,93,3.19170294511815,0.209354120267261,0.10022271714922,0.478723404255319
"Kansas","2021",518,2913805,17.777442210443,50,1.71596932533234,101,3.46625803717133,78,2.67691214751845,92,3.15738355861151,0.150579150579151,0.0965250965250965,0.641025641025641
"Kentucky","2018",717,4468402,16.0460048133539,83,1.85748730754305,81,1.81272857724081,145,3.24500794691257,93,2.08128095905427,0.202231520223152,0.115760111576011,0.572413793103448
"Kentucky","2019",750,4467673,16.7872626309043,67,1.49966212836078,82,1.83540738097887,134,2.99932425672156,122,2.7307280546271,0.178666666666667,0.0893333333333333,0.5
"Kentucky","2020",889,4477251,19.8559339201666,70,1.56345936379265,111,2.47919984829977,135,3.01524305874297,131,2.9259025236691,0.15185601799775,0.078740157480315,0.518518518518518
"Kentucky","2021",939,4477251,20.97269060859,93,2.07716744046738,122,2.7248863197529,141,3.14925386135376,123,2.74722145352137,0.150159744408946,0.0990415335463259,0.659574468085106
"Louisiana","2018",515,4659978,11.0515543206427,247,5.30045420815291,166,3.56224857713921,315,6.75968856505331,116,2.48928213824185,0.611650485436893,0.479611650485437,0.784126984126984
"Louisiana","2019",509,4648794,10.9490762550459,239,5.14111832014927,187,4.0225486437988,307,6.60386328153065,138,2.96851183339163,0.603143418467583,0.469548133595285,0.778501628664495
"Louisiana","2020",583,4645318,12.5502710471059,196,4.21930210159993,177,3.81028812236321,221,4.75747839006931,112,2.41102977234282,0.379073756432247,0.336192109777015,0.886877828054299
"Louisiana","2021",667,4645318,14.358543376363,174,3.74570696774688,191,4.11166684390606,244,5.25260057546114,123,2.64782733926935,0.365817091454273,0.260869565217391,0.713114754098361
"Maine","2018",198,1338404,14.7937394090275,0,0,24,1.79318053442757,0,0,0,0,0,0,NA
"Maine","2019",200,1344212,14.8786054580676,0,0,29,2.15739779141981,0,0,0,0,0,0,NA
"Maine","2020",249,1350141,18.4425182258742,0,0,24,1.77759211815655,0,0,0,0,0,0,NA
"Maine","2021",311,1350141,23.0346311977786,0,0,30,2.22199014769569,0,0,0,0,0,0,NA
"Maryland","2018",489,6042718,8.09238491685364,227,3.75658768123881,157,2.59816857248675,369,6.1065235875644,267,4.41854145766855,0.754601226993865,0.464212678936605,0.615176151761518
"Maryland","2019",573,6045680,9.47784202934988,207,3.42393246086462,146,2.41494753278374,317,5.24341347871538,310,5.12762832303397,0.553228621291449,0.361256544502618,0.652996845425868
"Maryland","2020",694,6055802,11.4600840648357,191,3.1540000812444,129,2.13018853654726,336,5.54839804868125,362,5.97773837387682,0.484149855907781,0.27521613832853,0.568452380952381
"Maryland","2021",682,6055802,11.2619269916685,231,3.81452365846836,138,2.27880634142266,324,5.35024097551406,367,6.06030382102982,0.475073313782991,0.338709677419355,0.712962962962963
"Massachusetts","2018",791,6902149,11.4601988453161,263,3.81040745425809,145,2.10079498428678,547,7.92506797520598,422,6.11403781633807,0.691529709228824,0.332490518331226,0.480804387568556
"Massachusetts","2019",746,6892503,10.8233540123232,271,3.93180822699678,124,1.79905616290628,587,8.51649973891923,595,8.63256787846157,0.78686327077748,0.363270777479893,0.461669505962521
"Massachusetts","2020",931,6893574,13.5053311968509,277,4.01823495330579,104,1.50865139041084,552,8.00745737987291,701,10.1688906219038,0.592910848549946,0.297529538131042,0.501811594202899
"Massachusetts","2021",930,6893574,13.4908249334815,273,3.96020989982845,101,1.46513260030283,559,8.10900122345825,772,11.1988353211266,0.601075268817204,0.293548387096774,0.488372093023256
"Michigan","2018",1310,9995915,13.1053535369198,203,2.0308295938891,222,2.22090724060779,302,3.02123417416014,220,2.20089906726898,0.230534351145038,0.154961832061069,0.672185430463576
"Michigan","2019",1437,9986857,14.3889113461823,223,2.23293474613685,223,2.23293474613685,269,2.69354011977943,197,1.97259257842582,0.187195546276966,0.155184411969381,0.828996282527881
"Michigan","2020",1661,9966555,16.6657385626227,181,1.8160738590215,223,2.23748326277234,247,2.47828863634425,193,1.93647654580745,0.148705599036725,0.108970499698977,0.732793522267207
"Michigan","2021",1796,9966555,18.0202687889647,214,2.14718124768288,238,2.38798662125479,285,2.85956381116645,182,1.82610741625366,0.158685968819599,0.119153674832962,0.750877192982456
"Minnesota","2018",668,5611179,11.9048064586783,165,2.94055848155976,89,1.58611942338678,267,4.75835827016034,192,3.42174077854226,0.399700598802395,0.247005988023952,0.617977528089888
"Minnesota","2019",696,5639632,12.3412307753414,183,3.24489257455096,108,1.91501856858745,235,4.166938552019,170,3.01438108018396,0.33764367816092,0.262931034482759,0.778723404255319
"Minnesota","2020",896,5657342,15.8378263149019,199,3.51755294270702,73,1.29035861717393,234,4.13621803313287,144,2.54536494346638,0.261160714285714,0.222098214285714,0.85042735042735
"Minnesota","2021",885,5657342,15.6433887150538,226,3.99480886960696,90,1.59085308966649,296,5.23213905045868,156,2.75747868875525,0.334463276836158,0.255367231638418,0.763513513513513
"Mississippi","2018",432,2986530,14.4649476147904,46,1.5402490515749,75,2.51127562756778,48,1.60721640164338,12,0.401804100410845,0.111111111111111,0.106481481481481,0.958333333333333
"Mississippi","2019",457,2976149,15.3554139930494,51,1.71362388106241,64,2.15042996839204,68,2.28483184141654,22,0.739210301634764,0.148796498905908,0.111597374179431,0.75
"Mississippi","2020",550,2966786,18.5385801335182,37,1.24714084534577,65,2.19092310668852,56,1.88756452268549,31,1.04490178934375,0.101818181818182,0.0672727272727273,0.660714285714286
"Mississippi","2021",630,2966786,21.2351008802118,48,1.61791244801614,79,2.66281423735989,52,1.75273848535081,26,0.876369242675407,0.0825396825396825,0.0761904761904762,0.923076923076923
"Missouri","2018",718,6126452,11.7196707001051,167,2.72588441074867,220,3.59098545128567,206,3.36246819529476,83,1.35478087480323,0.286908077994429,0.232590529247911,0.810679611650485
"Missouri","2019",743,6137428,12.1060483316464,177,2.88394421897902,254,4.13854142158572,216,3.51938955536423,86,1.4012384340802,0.2907133243607,0.238223418573351,0.819444444444444
"Missouri","2020",900,6151548,14.6304637466862,181,2.94234882016689,259,4.2103223448797,224,3.6413598658419,88,1.43053423300932,0.248888888888889,0.201111111111111,0.808035714285714
"Missouri","2021",958,6151548,15.573315854806,205,3.33249452007852,248,4.03150556575353,287,4.66549232810993,123,1.99949671204711,0.299582463465553,0.213987473903967,0.714285714285714
"Montana","2018",153,1062305,14.4026433086543,0,0,23,2.16510324247744,0,0,0,0,0,0,NA
"Montana","2019",180,1068778,16.8416640312581,0,0,12,1.12277760208388,0,0,0,0,0,0,NA
"Montana","2020",237,1080577,21.9327266821337,0,0,24,2.22103561338063,0,0,0,0,0,0,NA
"Montana","2021",308,1080577,28.5032903717181,0,0,25,2.31357876393816,0,0,0,0,0,0,NA
"Nebraska","2018",231,1929268,11.9734531438867,70,3.62831913451112,42,2.17699148070667,113,5.85714374571081,82,4.25031670042731,0.489177489177489,0.303030303030303,0.619469026548673
"Nebraska","2019",241,1934408,12.4585919826634,89,4.60089081517446,41,2.11951149912531,98,5.06614943693368,66,3.41189655956758,0.406639004149378,0.369294605809129,0.908163265306122
"Nebraska","2020",292,1937552,15.0705632674633,105,5.41920939412207,46,2.37412982980586,115,5.93532457451465,56,2.89024501019844,0.393835616438356,0.35958904109589,0.91304347826087
"Nebraska","2021",308,1937552,15.8963475560914,94,4.85148269569023,52,2.6837989380414,131,6.76110886314277,61,3.14830260039472,0.425324675324675,0.305194805194805,0.717557251908397
"Nevada","2018",493,3034392,16.2470768443893,0,0,132,4.35013010843688,0,0,0,0,0,0,NA
"Nevada","2019",492,3080156,15.9732169409601,0,0,145,4.70755377325045,0,0,0,0,0,0,NA
"Nevada","2020",559,3138259,17.812424022364,0,0,144,4.58853141184332,0,0,0,0,0,0,NA
"Nevada","2021",635,3138259,20.2341489341702,0,0,138,4.39734260301651,0,0,0,0,0,0,NA
"New Hampshire","2018",213,1356458,15.7026609006692,0,0,19,1.40070684090477,0,0,0,0,0,0,NA
"New Hampshire","2019",193,1359711,14.1941927365448,0,0,27,1.98571608231455,0,0,0,0,0,0,NA
"New Hampshire","2020",205,1366275,15.0043000128085,0,0,13,0.951492195934201,0,0,0,0,0,0,NA
"New Hampshire","2021",257,1366275,18.8102687965454,0,0,22,1.61021756235019,0,0,0,0,0,0,NA
"New Jersey","2018",893,8908520,10.0241117492019,50,0.561260456282301,152,1.70623178709819,119,1.33579988595188,75,0.841890684423451,0.133258678611422,0.0559910414333707,0.420168067226891
"New Jersey","2019",853,8882190,9.60348742821309,56,0.630475141828761,161,1.81261603275769,129,1.45234452314125,108,1.21591634495547,0.151230949589683,0.0656506447831184,0.434108527131783
"New Jersey","2020",991,8882371,11.1569309590874,44,0.495363231281377,152,1.71125479897203,133,1.49734794910053,145,1.63244701217727,0.134207870837538,0.0443995963673058,0.330827067669173
"New Jersey","2021",1060,8882371,11.9337505717786,59,0.664237060127302,185,2.08277722243306,123,1.38476539653658,132,1.48608969384413,0.116037735849057,0.0556603773584906,0.479674796747967
"New Mexico","2018",591,2095428,28.204261850085,0,0,33,1.57485726066465,0,0,0,0,0,0,NA
"New Mexico","2019",594,2096829,28.3284903060765,0,0,33,1.57380501700425,0,0,0,0,0,0,NA
"New Mexico","2020",753,2106319,35.7495706965564,0,0,43,2.04147614867454,0,0,0,0,0,0,NA
"New Mexico","2021",934,2106319,44.3427609967911,0,0,48,2.27885709619483,0,0,0,0,0,0,NA
"New York","2018",1650,19542209,8.44326247866861,418,2.13895982792938,309,1.58119279145976,816,4.17557708035975,608,3.11121429517001,0.494545454545455,0.253333333333333,0.512254901960784
"New York","2019",1670,19453561,8.58454655165704,457,2.34918429587262,333,1.71176886329449,820,4.21516657027472,729,3.74738588991496,0.491017964071856,0.273652694610778,0.557317073170732
"New York","2020",1860,19336776,9.61897681392182,552,2.85466408671228,263,1.3601026355169,728,3.76484683899736,644,3.33044143449766,0.391397849462366,0.296774193548387,0.758241758241758
"New York","2021",1966,19336776,10.1671550624572,602,3.11323873224782,327,1.69107818180239,798,4.12685134274711,577,2.98395140948005,0.405900305188199,0.306205493387589,0.754385964912281
"North Carolina","2018",1300,10383620,12.5197185567268,198,1.90684944171686,192,1.8490661253012,301,2.89879637351906,156,1.50236622680722,0.231538461538462,0.152307692307692,0.6578073089701
"North Carolina","2019",1443,10488084,13.7584710419939,245,2.33598434184928,251,2.39319212164967,295,2.81271584018587,143,1.36345208524264,0.204435204435204,0.16978516978517,0.830508474576271
"North Carolina","2020",1652,10600823,15.5836957187192,207,1.95267857976687,262,2.47150622173392,261,2.46207299187997,147,1.3866847885301,0.157990314769976,0.125302663438257,0.793103448275862
"North Carolina","2021",1879,10600823,17.725038895565,220,2.07531056786817,242,2.28284162465499,290,2.73563665764441,121,1.1414208123275,0.154337413517829,0.117083555082491,0.758620689655172
"North Dakota","2018",106,760077,13.9459554755637,0,0,15,1.97348426540995,0,0,0,0,0,0,NA
"North Dakota","2019",116,762062,15.2218585889337,0,0,13,1.70589794531154,0,0,0,0,0,0,NA
"North Dakota","2020",135,765309,17.6399336738494,0,0,23,3.00532203332249,0,0,0,0,0,0,NA
"North Dakota","2021",147,765309,19.2079277781916,0,0,18,2.35199115651325,0,0,0,0,0,0,NA
"Ohio","2018",1521,11689442,13.011741706747,397,3.3962271252982,324,2.77173196120054,617,5.27826734586647,365,3.12247582048827,0.405654174884944,0.261012491781723,0.643435980551053
"Ohio","2019",1622,11689100,13.876175240181,451,3.85829533497019,326,2.78892301374785,665,5.68906074890282,456,3.90107022781908,0.409987669543773,0.278051787916153,0.678195488721804
"Ohio","2020",1798,11693217,15.3764357575849,478,4.08783998449699,357,3.0530520386306,605,5.17393972933197,415,3.54906609532689,0.336484983314794,0.265850945494994,0.790082644628099
"Ohio","2021",2021,11693217,17.2835242859172,513,4.38715881181372,382,3.26685120099969,643,5.49891445613299,391,3.34381889945256,0.318159327065809,0.253834735279565,0.797822706065319
"Oklahoma","2018",686,3943079,17.3975717960508,52,1.31876637521084,115,2.91650256056244,78,1.97814956281627,54,1.3694881588728,0.113702623906706,0.075801749271137,0.666666666666667
"Oklahoma","2019",705,3956971,17.8166582469268,56,1.41522391748638,95,2.40082628859297,88,2.22392329890717,71,1.79430175252738,0.124822695035461,0.0794326241134752,0.636363636363636
"Oklahoma","2020",778,3980783,19.5438937515559,85,2.13525831475868,98,2.46182723348648,106,2.66279272193435,68,1.70820665180694,0.136246786632391,0.109254498714653,0.80188679245283
"Oklahoma","2021",866,3980783,21.7545141244825,125,3.14008575699806,99,2.48694791954246,177,4.44636143190925,91,2.28598243109459,0.204387990762125,0.144341801385681,0.706214689265537
"Oregon","2018",699,4190713,16.6797392233732,82,1.95670760560315,50,1.19311439366046,144,3.43616945374212,88,2.09988133284241,0.206008583690987,0.117310443490701,0.569444444444444
"Oregon","2019",658,4217737,15.6007830739565,76,1.80191415443874,49,1.16176044167761,126,2.98738399288528,99,2.34723028012415,0.191489361702128,0.115501519756839,0.603174603174603
"Oregon","2020",831,4241507,19.5920930933274,88,2.07473428665802,82,1.93327513074952,124,2.92348922210903,82,1.93327513074952,0.149217809867629,0.10589651022864,0.709677419354839
"Oregon","2021",926,4241507,21.8318630618787,83,1.95685165673427,86,2.02758123468852,119,2.80560659218528,85,2.00400470870377,0.128509719222462,0.0896328293736501,0.697478991596639
"Pennsylvania","2018",1366,12807060,10.6659920387661,535,4.17738341196184,397,3.09985273747449,834,6.51203320668444,436,3.40437227591656,0.610541727672035,0.391654465592972,0.641486810551559
"Pennsylvania","2019",1479,12801989,11.5528922888467,585,4.56960242662293,406,3.1713821969383,846,6.60834812465469,494,3.85877538248158,0.572008113590264,0.39553752535497,0.691489361702128
"Pennsylvania","2020",1632,12783254,12.7667024374232,553,4.32597208817098,416,3.25425748404905,759,5.93745536152219,456,3.56716685751531,0.465073529411765,0.338848039215686,0.728590250329381
"Pennsylvania","2021",1825,12783254,14.2764901643979,505,3.95048084001147,403,3.15256193767252,829,6.48504676508814,542,4.23992201046776,0.454246575342466,0.276712328767123,0.609167671893848
"Rhode Island","2018",167,1057315,15.7947253183772,0,0,9,0.851212741708951,0,0,0,0,0,0,NA
"Rhode Island","2019",141,1059361,13.3099104082555,0,0,16,1.51034444348999,0,0,0,0,0,0,NA
"Rhode Island","2020",179,1057125,16.9327184580821,0,0,11,1.04055811753577,0,0,0,0,0,0,NA
"Rhode Island","2021",199,1057125,18.8246423081471,0,0,16,1.51353908005203,0,0,0,0,0,0,NA
"South Carolina","2018",791,5084127,15.55822661393,74,1.45551045440053,125,2.45863252432522,86,1.69153917673575,27,0.531064625254247,0.108723135271808,0.0935524652338812,0.86046511627907
"South Carolina","2019",826,5148714,16.0428409890314,75,1.45667442394353,124,2.40836838091997,88,1.70916465742708,30,0.582669769577413,0.106537530266344,0.0907990314769976,0.852272727272727
"South Carolina","2020",1028,5218040,19.7008838567738,56,1.07319989881258,132,2.52968547577251,100,1.91642839073675,57,1.09236418271995,0.0972762645914397,0.0544747081712062,0.56
"South Carolina","2021",1096,5218040,21.0040551624748,71,1.36066415742309,110,2.10807122981043,100,1.91642839073675,55,1.05403561490521,0.0912408759124088,0.0647810218978102,0.71
